Formula,A_Number,B_Number,C_Number,ABC_sum_Number,ABC_mean_Number,ABC_reduce_Number,ABC_min_Number,ABC_max_Number,ABC_range_Number,A/B_Number,A/C_Number,B/C_Number,A_MendeleevNumber,B_MendeleevNumber,C_MendeleevNumber,ABC_sum_MendeleevNumber,ABC_mean_MendeleevNumber,ABC_reduce_MendeleevNumber,ABC_min_MendeleevNumber,ABC_max_MendeleevNumber,ABC_range_MendeleevNumber,A/B_MendeleevNumber,A/C_MendeleevNumber,B/C_MendeleevNumber,A_AtomicWeight,B_AtomicWeight,C_AtomicWeight,ABC_sum_AtomicWeight,ABC_mean_AtomicWeight,ABC_reduce_AtomicWeight,ABC_min_AtomicWeight,ABC_max_AtomicWeight,ABC_range_AtomicWeight,A/B_AtomicWeight,A/C_AtomicWeight,B/C_AtomicWeight,A_MeltingT,B_MeltingT,C_MeltingT,ABC_sum_MeltingT,ABC_mean_MeltingT,ABC_reduce_MeltingT,ABC_min_MeltingT,ABC_max_MeltingT,ABC_range_MeltingT,A/B_MeltingT,A/C_MeltingT,B/C_MeltingT,A_ Column,B_ Column,C_ Column,ABC_sum_ Column,ABC_mean_ Column,ABC_reduce_ Column,ABC_min_ Column,ABC_max_ Column,ABC_range_ Column,A/B_ Column,A/C_ Column,B/C_ Column,A_Row,B_Row,C_Row,ABC_sum_Row,ABC_mean_Row,ABC_reduce_Row,ABC_min_Row,ABC_max_Row,ABC_range_Row,A/B_Row,A/C_Row,B/C_Row,A_CovalentRadius,B_CovalentRadius,C_CovalentRadius,ABC_sum_CovalentRadius,ABC_mean_CovalentRadius,ABC_reduce_CovalentRadius,ABC_min_CovalentRadius,ABC_max_CovalentRadius,ABC_range_CovalentRadius,A/B_CovalentRadius,A/C_CovalentRadius,B/C_CovalentRadius,A_Electronegativity,B_Electronegativity,C_Electronegativity,ABC_sum_Electronegativity,ABC_mean_Electronegativity,ABC_reduce_Electronegativity,ABC_min_Electronegativity,ABC_max_Electronegativity,ABC_range_Electronegativity,A/B_Electronegativity,A/C_Electronegativity,B/C_Electronegativity,A_NsValence,B_NsValence,C_NsValence,ABC_sum_NsValence,ABC_mean_NsValence,ABC_reduce_NsValence,ABC_min_NsValence,ABC_max_NsValence,ABC_range_NsValence,A/B_NsValence,A/C_NsValence,B/C_NsValence,A_NpValence,B_NpValence,C_NpValence,ABC_sum_NpValence,ABC_mean_NpValence,ABC_reduce_NpValence,ABC_min_NpValence,ABC_max_NpValence,ABC_range_NpValence,A/B_NpValence,A/C_NpValence,B/C_NpValence,A_NdValence,B_NdValence,C_NdValence,ABC_sum_NdValence,ABC_mean_NdValence,ABC_reduce_NdValence,ABC_min_NdValence,ABC_max_NdValence,ABC_range_NdValence,A/B_NdValence,A/C_NdValence,B/C_NdValence,A_NfValence,B_NfValence,C_NfValence,ABC_sum_NfValence,ABC_mean_NfValence,ABC_reduce_NfValence,ABC_min_NfValence,ABC_max_NfValence,ABC_range_NfValence,A/B_NfValence,A/C_NfValence,B/C_NfValence,A_NValence,B_NValence,C_NValence,ABC_sum_NValence,ABC_mean_NValence,ABC_reduce_NValence,ABC_min_NValence,ABC_max_NValence,ABC_range_NValence,A/B_NValence,A/C_NValence,B/C_NValence,A_NsUnfilled,B_NsUnfilled,C_NsUnfilled,ABC_sum_NsUnfilled,ABC_mean_NsUnfilled,ABC_reduce_NsUnfilled,ABC_min_NsUnfilled,ABC_max_NsUnfilled,ABC_range_NsUnfilled,A/B_NsUnfilled,A/C_NsUnfilled,B/C_NsUnfilled,A_NpUnfilled,B_NpUnfilled,C_NpUnfilled,ABC_sum_NpUnfilled,ABC_mean_NpUnfilled,ABC_reduce_NpUnfilled,ABC_min_NpUnfilled,ABC_max_NpUnfilled,ABC_range_NpUnfilled,A/B_NpUnfilled,A/C_NpUnfilled,B/C_NpUnfilled,A_NdUnfilled,B_NdUnfilled,C_NdUnfilled,ABC_sum_NdUnfilled,ABC_mean_NdUnfilled,ABC_reduce_NdUnfilled,ABC_min_NdUnfilled,ABC_max_NdUnfilled,ABC_range_NdUnfilled,A/B_NdUnfilled,A/C_NdUnfilled,B/C_NdUnfilled,A_NfUnfilled,B_NfUnfilled,C_NfUnfilled,ABC_sum_NfUnfilled,ABC_mean_NfUnfilled,ABC_reduce_NfUnfilled,ABC_min_NfUnfilled,ABC_max_NfUnfilled,ABC_range_NfUnfilled,A/B_NfUnfilled,A/C_NfUnfilled,B/C_NfUnfilled,A_NUnfilled,B_NUnfilled,C_NUnfilled,ABC_sum_NUnfilled,ABC_mean_NUnfilled,ABC_reduce_NUnfilled,ABC_min_NUnfilled,ABC_max_NUnfilled,ABC_range_NUnfilled,A/B_NUnfilled,A/C_NUnfilled,B/C_NUnfilled,A_GSvolume_pa,B_GSvolume_pa,C_GSvolume_pa,ABC_sum_GSvolume_pa,ABC_mean_GSvolume_pa,ABC_reduce_GSvolume_pa,ABC_min_GSvolume_pa,ABC_max_GSvolume_pa,ABC_range_GSvolume_pa,A/B_GSvolume_pa,A/C_GSvolume_pa,B/C_GSvolume_pa,A_GSbandgap,B_GSbandgap,C_GSbandgap,ABC_sum_GSbandgap,ABC_mean_GSbandgap,ABC_reduce_GSbandgap,ABC_min_GSbandgap,ABC_max_GSbandgap,ABC_range_GSbandgap,A/B_GSbandgap,A/C_GSbandgap,B/C_GSbandgap,A_GSmagmom,B_GSmagmom,C_GSmagmom,ABC_sum_GSmagmom,ABC_mean_GSmagmom,ABC_reduce_GSmagmom,ABC_min_GSmagmom,ABC_max_GSmagmom,ABC_range_GSmagmom,A/B_GSmagmom,A/C_GSmagmom,B/C_GSmagmom,A_SpaceGroupNumber,B_SpaceGroupNumber,C_SpaceGroupNumber,ABC_sum_SpaceGroupNumber,ABC_mean_SpaceGroupNumber,ABC_reduce_SpaceGroupNumber,ABC_min_SpaceGroupNumber,ABC_max_SpaceGroupNumber,ABC_range_SpaceGroupNumber,A/B_SpaceGroupNumber,A/C_SpaceGroupNumber,B/C_SpaceGroupNumber
La0.64Sr0.36Mn1O3,50.16,25,24,99.16,19.832,5.40727,24,50.16,26.16,2.0064,2.09,1.04167,11.2,52,261,324.2,64.84,8.33259,11.2,261,249.8,0.215385,0.0429119,0.199234,120.443,54.938,47.9982,223.379,44.6758,11.235,47.9982,120.443,72.4445,2.19234,2.50932,1.14459,1141.52,1519,164.4,2824.92,564.984,50.5497,164.4,1519,1354.6,0.751494,6.94355,9.23966,2.64,7,48,57.64,11.528,1.7119,2.64,48,45.36,0.377143,0.055,0.145833,5.64,4,6,15.64,3.128,1.07839,4,6,2,1.41,0.94,0.666667,202.68,139,198,539.68,107.936,36.6574,139,202.68,63.68,1.45813,1.02364,0.70202,1.046,1.55,10.32,12.916,2.5832,0.528574,1.046,10.32,9.274,0.674839,0.101357,0.150194,2,2,6,10,2,0.666667,2,6,4,1,0.333333,0.333333,0,0,12,12,2.4,INF,0,12,12,INF,0,0,0.64,5,0,5.64,1.128,INF,0,5,5,0.128,INF,INF,0,0,0,0,0,INF,0,0,0,INF,INF,INF,2.64,7,18,27.64,5.528,1.45283,2.64,18,15.36,0.377143,0.146667,0.388889,0,0,0,0,0,INF,0,0,0,INF,INF,INF,0,0,6,6,1.2,INF,0,6,6,INF,0,0,5.76,5,0,10.76,2.152,INF,0,5.76,5.76,1.152,INF,INF,0,0,0,0,0,INF,0,0,0,INF,INF,INF,5.76,5,6,16.76,3.352,1.14467,5,6,1,1.152,0.96,0.833333,43.1372,10.4876,27.315,80.9398,16.188,4.379,10.4876,43.1372,32.6496,4.11317,1.57925,0.38395,0,0,0,0,0,INF,0,0,0,INF,INF,INF,0,0.000310121,0,0.000310121,6.20E-05,INF,0,0.000310121,0.000310121,0,INF,INF,205.16,217,36,458.16,91.632,10.774,36,217,181,0.945438,5.69889,6.02778
La0.52Sr0.48Mn1O3,47.88,25,24,96.88,19.376,5.37965,24,47.88,23.88,1.9152,1.995,1.04167,10.6,52,261,323.6,64.72,7.99586,10.6,261,250.4,0.203846,0.040613,0.199234,114.288,54.938,47.9982,217.225,43.4449,11.1789,47.9982,114.288,66.2902,2.08032,2.3811,1.14459,1124.36,1519,164.4,2807.76,561.552,50.5155,164.4,1519,1354.6,0.740197,6.83917,9.23966,2.52,7,48,57.52,11.504,1.66063,2.52,48,45.48,0.36,0.0525,0.145833,5.52,4,6,15.52,3.104,1.07393,4,6,2,1.38,0.92,0.666667,201.24,139,198,538.24,107.648,36.61,139,201.24,62.24,1.44777,1.01636,0.70202,1.028,1.55,10.32,12.898,2.5796,0.523938,1.028,10.32,9.292,0.663226,0.0996124,0.150194,2,2,6,10,2,0.666667,2,6,4,1,0.333333,0.333333,0,0,12,12,2.4,INF,0,12,12,INF,0,0,0.52,5,0,5.52,1.104,INF,0,5,5,0.104,INF,INF,0,0,0,0,0,INF,0,0,0,INF,INF,INF,2.52,7,18,27.52,5.504,1.41573,2.52,18,15.48,0.36,0.14,0.388889,0,0,0,0,0,INF,0,0,0,INF,INF,INF,0,0,6,6,1.2,INF,0,6,6,INF,0,0,4.68,5,0,9.68,1.936,INF,0,5,5,0.936,INF,INF,0,0,0,0,0,INF,0,0,0,INF,INF,INF,4.68,5,6,15.68,3.136,1.09448,4.68,6,1.32,0.936,0.78,0.833333,45.2171,10.4876,27.315,83.0197,16.6039,4.39955,10.4876,45.2171,34.7295,4.31149,1.65539,0.38395,0,0,0,0,0,INF,0,0,0,INF,INF,INF,0,0.000310121,0,0.000310121,6.20E-05,INF,0,0.000310121,0.000310121,0,INF,INF,208.88,217,36,461.88,92.376,10.7841,36,217,181,0.962581,5.80222,6.02778
La0.50Sr0.50Mn1O3,47.5,25,24,96.5,19.3,5.37482,24,47.5,23.5,1.9,1.97917,1.04167,10.5,52,261,323.5,64.7,7.93883,10.5,261,250.5,0.201923,0.0402299,0.199234,113.263,54.938,47.9982,216.199,43.2398,11.169,47.9982,113.263,65.2645,2.06164,2.35973,1.14459,1121.5,1519,164.4,2804.9,560.98,50.5097,164.4,1519,1354.6,0.738315,6.82178,9.23966,2.5,7,48,57.5,11.5,1.65192,2.5,48,45.5,0.357143,0.0520833,0.145833,5.5,4,6,15.5,3.1,1.07317,4,6,2,1.375,0.916667,0.666667,201,139,198,538,107.6,36.602,139,201,62,1.44604,1.01515,0.70202,1.025,1.55,10.32,12.895,2.579,0.523158,1.025,10.32,9.295,0.66129,0.0993217,0.150194,2,2,6,10,2,0.666667,2,6,4,1,0.333333,0.333333,0,0,12,12,2.4,INF,0,12,12,INF,0,0,0.5,5,0,5.5,1.1,INF,0,5,5,0.1,INF,INF,0,0,0,0,0,INF,0,0,0,INF,INF,INF,2.5,7,18,27.5,5.5,1.4094,2.5,18,15.5,0.357143,0.138889,0.388889,0,0,0,0,0,INF,0,0,0,INF,INF,INF,0,0,6,6,1.2,INF,0,6,6,INF,0,0,4.5,5,0,9.5,1.9,INF,0,5,5,0.9,INF,INF,0,0,0,0,0,INF,0,0,0,INF,INF,INF,4.5,5,6,15.5,3.1,1.08434,4.5,6,1.5,0.9,0.75,0.833333,45.5637,10.4876,27.315,83.3663,16.6733,4.40281,10.4876,45.5637,35.0762,4.34454,1.66809,0.38395,0,0,0,0,0,INF,0,0,0,INF,INF,INF,0,0.000310121,0,0.000310121,6.20E-05,INF,0,0.000310121,0.000310121,0,INF,INF,209.5,217,36,462.5,92.5,10.7858,36,217,181,0.965438,5.81944,6.02778
La0.48Sr0.52Mn1O3,47.12,25,24,96.12,19.224,5.36992,24,47.12,23.12,1.8848,1.96333,1.04167,10.4,52,261,323.4,64.68,7.88153,10.4,261,250.6,0.2,0.0398467,0.199234,112.237,54.938,47.9982,215.173,43.0347,11.1589,47.9982,112.237,64.2388,2.04297,2.33836,1.14459,1118.64,1519,164.4,2802.04,560.408,50.5039,164.4,1519,1354.6,0.736432,6.80438,9.23966,2.48,7,48,57.48,11.496,1.64316,2.48,48,45.52,0.354286,0.0516667,0.145833,5.48,4,6,15.48,3.096,1.07241,4,6,2,1.37,0.913333,0.666667,200.76,139,198,537.76,107.552,36.5941,139,200.76,61.76,1.44432,1.01394,0.70202,1.022,1.55,10.32,12.892,2.5784,0.522375,1.022,10.32,9.298,0.659355,0.099031,0.150194,2,2,6,10,2,0.666667,2,6,4,1,0.333333,0.333333,0,0,12,12,2.4,INF,0,12,12,INF,0,0,0.48,5,0,5.48,1.096,INF,0,5,5,0.096,INF,INF,0,0,0,0,0,INF,0,0,0,INF,INF,INF,2.48,7,18,27.48,5.496,1.40302,2.48,18,15.52,0.354286,0.137778,0.388889,0,0,0,0,0,INF,0,0,0,INF,INF,INF,0,0,6,6,1.2,INF,0,6,6,INF,0,0,4.32,5,0,9.32,1.864,INF,0,5,5,0.864,INF,INF,0,0,0,0,0,INF,0,0,0,INF,INF,INF,4.32,5,6,15.32,3.064,1.07356,4.32,6,1.68,0.864,0.72,0.833333,45.9104,10.4876,27.315,83.713,16.7426,4.40602,10.4876,45.9104,35.4228,4.37759,1.68078,0.38395,0,0,0,0,0,INF,0,0,0,INF,INF,INF,0,0.000310121,0,0.000310121,6.20E-05,INF,0,0.000310121,0.000310121,0,INF,INF,210.12,217,36,463.12,92.624,10.7874,36,217,181,0.968295,5.83667,6.02778
La0.45Sr0.55Mn1O3,46.55,25,24,95.55,19.11,5.36244,24,46.55,22.55,1.862,1.93958,1.04167,10.25,52,261,323.25,64.65,7.79508,10.25,261,250.75,0.197115,0.039272,0.199234,110.698,54.938,47.9982,213.635,42.7269,11.1435,47.9982,110.698,62.7003,2.01497,2.3063,1.14459,1114.35,1519,164.4,2797.75,559.55,50.4951,164.4,1519,1354.6,0.733608,6.77828,9.23966,2.45,7,48,57.45,11.49,1.62994,2.45,48,45.55,0.35,0.0510417,0.145833,5.45,4,6,15.45,3.09,1.07125,4,6,2,1.3625,0.908333,0.666667,200.4,139,198,537.4,107.48,36.5821,139,200.4,61.4,1.44173,1.01212,0.70202,1.0175,1.55,10.32,12.8875,2.5775,0.521197,1.0175,10.32,9.3025,0.656452,0.098595,0.150194,2,2,6,10,2,0.666667,2,6,4,1,0.333333,0.333333,0,0,12,12,2.4,INF,0,12,12,INF,0,0,0.45,5,0,5.45,1.09,INF,0,5,5,0.09,INF,INF,0,0,0,0,0,INF,0,0,0,INF,INF,INF,2.45,7,18,27.45,5.49,1.39336,2.45,18,15.55,0.35,0.136111,0.388889,0,0,0,0,0,INF,0,0,0,INF,INF,INF,0,0,6,6,1.2,INF,0,6,6,INF,0,0,4.05,5,0,9.05,1.81,INF,0,5,5,0.81,INF,INF,0,0,0,0,0,INF,0,0,0,INF,INF,INF,4.05,5,6,15.05,3.01,1.05606,4.05,6,1.95,0.81,0.675,0.833333,46.4304,10.4876,27.315,84.233,16.8466,4.41076,10.4876,46.4304,35.9428,4.42717,1.69981,0.38395,0,0,0,0,0,INF,0,0,0,INF,INF,INF,0,0.000310121,0,0.000310121,6.20E-05,INF,0,0.000310121,0.000310121,0,INF,INF,211.05,217,36,464.05,92.81,10.7898,36,217,181,0.972581,5.8625,6.02778
La0.4Sm0.3Sr0.3Mn1O3,52.8,25,24,101.8,20.36,5.43657,24,52.8,28.8,2.112,2.2,1.04167,14.5,52,261,327.5,65.5,10.031,14.5,261,246.5,0.278846,0.0555556,0.199234,126.956,54.938,47.9982,229.892,45.9785,11.2891,47.9982,126.956,78.958,2.3109,2.64502,1.14459,1195.7,1519,164.4,2879.1,575.82,50.6513,164.4,1519,1354.6,0.787163,7.27311,9.23966,2.7,7,48,57.7,11.54,1.73693,2.7,48,45.3,0.385714,0.05625,0.145833,5.7,4,6,15.7,3.14,1.08057,4,6,2,1.425,0.95,0.666667,200.7,139,198,537.7,107.54,36.5921,139,200.7,61.7,1.44388,1.01364,0.70202,1.076,1.55,10.32,12.946,2.5892,0.536128,1.076,10.32,9.244,0.694194,0.104264,0.150194,2,2,6,10,2,0.666667,2,6,4,1,0.333333,0.333333,0,0,12,12,2.4,INF,0,12,12,INF,0,0,0.4,5,0,5.4,1.08,INF,0,5,5,0.08,INF,INF,1.8,0,0,1.8,0.36,INF,0,1.8,1.8,INF,INF,INF,4.2,7,18,29.2,5.84,1.82609,4.2,18,13.8,0.6,0.233333,0.388889,0,0,0,0,0,INF,0,0,0,INF,INF,INF,0,0,6,6,1.2,INF,0,6,6,INF,0,0,3.6,5,0,8.6,1.72,INF,0,5,5,0.72,INF,INF,2.4,0,0,2.4,0.48,INF,0,2.4,2.4,INF,INF,INF,6,5,6,17,3.4,1.15385,5,6,1,1.2,1,0.833333,40.997,10.4876,27.315,78.7996,15.7599,4.35592,10.4876,40.997,30.5094,3.9091,1.5009,0.38395,0,0,0,0,0,INF,0,0,0,INF,INF,INF,0,0.000310121,0,0.000310121,6.20E-05,INF,0,0.000310121,0.000310121,0,INF,INF,194.9,217,36,447.9,89.58,10.7443,36,217,181,0.898157,5.41389,6.02778
La0.7Sr0.3Mn0.93Fe0.07O3,51.3,25.07,24,100.37,20.074,5.42354,24,51.3,27.3,2.04627,2.1375,1.04458,11.5,52.21,261,324.71,64.942,8.5031,11.5,261,249.5,0.220264,0.0440613,0.200038,123.52,55.0015,47.9982,226.52,45.3039,11.2639,47.9982,123.52,75.5216,2.24575,2.57343,1.14591,1150.1,1539.44,164.4,2853.94,570.788,50.5887,164.4,1539.44,1375.04,0.74709,6.99574,9.36399,2.7,7.07,48,57.77,11.554,1.74121,2.7,48,45.3,0.381895,0.05625,0.147292,5.7,4,6,15.7,3.14,1.08057,4,6,2,1.425,0.95,0.666667,203.4,138.51,198,539.91,107.982,36.6466,138.51,203.4,64.89,1.46849,1.02727,0.699545,1.055,1.5696,10.32,12.9446,2.58892,0.533143,1.055,10.32,9.265,0.672146,0.102229,0.152093,2,2,6,10,2,0.666667,2,6,4,1,0.333333,0.333333,0,0,12,12,2.4,INF,0,12,12,INF,0,0,0.7,5.07,0,5.77,1.154,INF,0,5.07,5.07,0.138067,INF,INF,0,0,0,0,0,INF,0,0,0,INF,INF,INF,2.7,7.07,18,27.77,5.554,1.47388,2.7,18,15.3,0.381895,0.15,0.392778,0,0,0,0,0,INF,0,0,0,INF,INF,INF,0,0,6,6,1.2,INF,0,6,6,INF,0,0,6.3,4.93,0,11.23,2.246,INF,0,6.3,6.3,1.27789,INF,INF,0,0,0,0,0,INF,0,0,0,INF,INF,INF,6.3,4.93,6,17.23,3.446,1.16067,4.93,6.3,1.37,1.27789,1.05,0.821667,42.0973,10.5046,27.315,79.9168,15.9834,4.37099,10.5046,42.0973,31.5927,4.00752,1.54118,0.384571,0,0,0,0,0,INF,0,0,0,INF,INF,INF,0,0.148035,0,0.148035,0.029607,INF,0,0.148035,0.148035,0,INF,INF,203.3,217.84,36,457.14,91.428,10.7709,36,217.84,181.84,0.933254,5.64722,6.05111
La0.7Sr0.3Mn0.9Al0.1O3,51.3,23.8,24,99.1,19.82,5.36164,23.8,51.3,27.5,2.15546,2.1375,0.991667,11.5,54.1,261,326.6,65.32,8.55175,11.5,261,249.5,0.212569,0.0440613,0.20728,123.52,52.1424,47.9982,223.66,44.7321,11.1388,47.9982,123.52,75.5216,2.36889,2.57343,1.08634,1150.1,1460.45,164.4,2774.95,554.989,50.499,164.4,1460.45,1296.05,0.787499,6.99574,8.8835,2.7,7.6,48,58.3,11.66,1.77164,2.7,48,45.3,0.355263,0.05625,0.158333,5.7,3.9,6,15.6,3.12,1.07314,3.9,6,2.1,1.46154,0.95,0.65,203.4,137.2,198,538.6,107.72,36.5543,137.2,203.4,66.2,1.48251,1.02727,0.692929,1.055,1.556,10.32,12.931,2.5862,0.531565,1.055,10.32,9.265,0.678021,0.102229,0.150775,2,2,6,10,2,0.666667,2,6,4,1,0.333333,0.333333,0,0.1,12,12.1,2.42,0,0,12,12,0,0,0.00833333,0.7,4.5,0,5.2,1.04,INF,0,4.5,4.5,0.155556,INF,INF,0,0,0,0,0,INF,0,0,0,INF,INF,INF,2.7,6.6,18,27.3,5.46,1.45232,2.7,18,15.3,0.409091,0.15,0.366667,0,0,0,0,0,INF,0,0,0,INF,INF,INF,0,0.5,6,6.5,1.3,0,0,6,6,0,0,0.0833333,6.3,4.5,0,10.8,2.16,INF,0,6.3,6.3,1.4,INF,INF,0,0,0,0,0,INF,0,0,0,INF,INF,INF,6.3,5,6,17.3,3.46,1.16451,5,6.3,1.3,1.26,1.05,0.833333,42.0973,11.0868,27.315,80.4991,16.0998,4.46865,11.0868,42.0973,31.0104,3.79705,1.54118,0.405888,0,0,0,0,0,INF,0,0,0,INF,INF,INF,0,0.000279109,0,0.000279109,5.58E-05,INF,0,0.000279109,0.000279109,0,INF,INF,203.3,217.8,36,457.1,91.42,10.7708,36,217.8,181.8,0.933425,5.64722,6.05
La0.67Ca0.33Mn0.85V0.15O3,44.79,24.7,24,93.49,18.698,5.32447,24,44.79,20.79,1.81336,1.86625,1.02917,11.02,51.1,261,323.12,64.624,8.20965,11.02,261,249.98,0.215656,0.0422222,0.195785,106.292,54.3386,47.9982,208.629,41.7258,11.0725,47.9982,106.292,58.2942,1.95611,2.21451,1.1321,1167.26,1618.6,164.4,2950.26,590.052,50.703,164.4,1618.6,1454.2,0.721154,7.10012,9.8455,2.67,6.7,48,57.37,11.474,1.70565,2.67,48,45.33,0.398507,0.055625,0.139583,5.34,4,6,15.34,3.068,1.06693,4,6,2,1.335,0.89,0.666667,196.77,141.1,198,535.87,107.174,36.6022,141.1,198,56.9,1.39454,0.993788,0.712626,1.067,1.562,10.32,12.949,2.5898,0.5353,1.067,10.32,9.253,0.683099,0.103391,0.151357,2,2,6,10,2,0.666667,2,6,4,1,0.333333,0.333333,0,0,12,12,2.4,INF,0,12,12,INF,0,0,0.67,4.7,0,5.37,1.074,INF,0,4.7,4.7,0.142553,INF,INF,0,0,0,0,0,INF,0,0,0,INF,INF,INF,2.67,6.7,18,27.37,5.474,1.44833,2.67,18,15.33,0.398507,0.148333,0.372222,0,0,0,0,0,INF,0,0,0,INF,INF,INF,0,0,6,6,1.2,INF,0,6,6,INF,0,0,6.03,5.3,0,11.33,2.266,INF,0,6.03,6.03,1.13774,INF,INF,0,0,0,0,0,INF,0,0,0,INF,INF,INF,6.03,5.3,6,17.33,3.466,1.17025,5.3,6.03,0.73,1.13774,1.005,0.883333,37.1854,10.8659,27.315,75.3664,15.0733,4.37153,10.8659,37.1854,26.3195,3.4222,1.36136,0.397802,0,0,0,0,0,INF,0,0,0,INF,INF,INF,0,0.000263603,0,0.000263603,5.27E-05,INF,0,0.000263603,0.000263603,0,INF,INF,204.23,218.8,36,459.03,91.806,10.7758,36,218.8,182.8,0.93341,5.67306,6.07778
La0.6Nd0.1Ca0.15Sr0.15Mn0.9Fe0.1O3,48.9,25.1,24,98,19.6,5.39693,24,48.9,24.9,1.94821,2.0375,1.04583,11.95,52.3,261,325.25,65.05,8.74916,11.95,261,249.05,0.228489,0.0457854,0.200383,116.922,55.0287,47.9982,219.949,43.9898,11.2073,47.9982,116.922,68.924,2.12475,2.43597,1.14648,1169.95,1548.2,164.4,2882.55,576.51,50.6359,164.4,1548.2,1383.8,0.755684,7.11648,9.41727,2.7,7.1,48,57.8,11.56,1.74302,2.7,48,45.3,0.380282,0.05625,0.147917,5.55,4,6,15.55,3.11,1.07506,4,6,2,1.3875,0.925,0.666667,199.95,138.3,198,536.25,107.25,36.5184,138.3,199.95,61.65,1.44577,1.00985,0.698485,1.0665,1.578,10.32,12.9645,2.5929,0.53704,1.0665,10.32,9.2535,0.675856,0.103343,0.152907,2,2,6,10,2,0.666667,2,6,4,1,0.333333,0.333333,0,0,12,12,2.4,INF,0,12,12,INF,0,0,0.6,5.1,0,5.7,1.14,INF,0,5.1,5.1,0.117647,INF,INF,0.4,0,0,0.4,0.08,INF,0,0.4,0.4,INF,INF,INF,3,7.1,18,28.1,5.62,1.56044,3,18,15,0.422535,0.166667,0.394444,0,0,0,0,0,INF,0,0,0,INF,INF,INF,0,0,6,6,1.2,INF,0,6,6,INF,0,0,5.4,4.9,0,10.3,2.06,INF,0,5.4,5.4,1.10204,INF,INF,1,0,0,1,0.2,INF,0,1,1,INF,INF,INF,6.4,4.9,6,17.3,3.46,1.16234,4.9,6.4,1.5,1.30612,1.06667,0.816667,39.4195,10.5118,27.315,77.2463,15.4493,4.34162,10.5118,39.4195,28.9077,3.75001,1.44314,0.384837,0,0,0,0,0,INF,0,0,0,INF,INF,INF,0,0.211345,0,0.211345,0.0422691,INF,0,0.211345,0.211345,0,INF,INF,203.3,218.2,36,457.5,91.5,10.7718,36,218.2,182.2,0.931714,5.64722,6.06111
La0.6Nd0.1Ca0.15Sr0.15Mn1O3,48.9,25,24,97.9,19.58,5.39229,24,48.9,24.9,1.956,2.0375,1.04167,11.95,52,261,324.95,64.99,8.74072,11.95,261,249.05,0.229808,0.0457854,0.199234,116.922,54.938,47.9982,219.858,43.9717,11.2036,47.9982,116.922,68.924,2.12826,2.43597,1.14459,1169.95,1519,164.4,2853.35,570.67,50.6041,164.4,1519,1354.6,0.770211,7.11648,9.23966,2.7,7,48,57.7,11.54,1.73693,2.7,48,45.3,0.385714,0.05625,0.145833,5.55,4,6,15.55,3.11,1.07506,4,6,2,1.3875,0.925,0.666667,199.95,139,198,536.95,107.39,36.5671,139,199.95,60.95,1.43849,1.00985,0.70202,1.0665,1.55,10.32,12.9365,2.5873,0.533759,1.0665,10.32,9.2535,0.688065,0.103343,0.150194,2,2,6,10,2,0.666667,2,6,4,1,0.333333,0.333333,0,0,12,12,2.4,INF,0,12,12,INF,0,0,0.6,5,0,5.6,1.12,INF,0,5,5,0.12,INF,INF,0.4,0,0,0.4,0.08,INF,0,0.4,0.4,INF,INF,INF,3,7,18,28,5.6,1.55556,3,18,15,0.428571,0.166667,0.388889,0,0,0,0,0,INF,0,0,0,INF,INF,INF,0,0,6,6,1.2,INF,0,6,6,INF,0,0,5.4,5,0,10.4,2.08,INF,0,5.4,5.4,1.08,INF,INF,1,0,0,1,0.2,INF,0,1,1,INF,INF,INF,6.4,5,6,17.4,3.48,1.16788,5,6.4,1.4,1.28,1.06667,0.833333,39.4195,10.4876,27.315,77.2221,15.4444,4.33748,10.4876,39.4195,28.9319,3.75868,1.44314,0.38395,0,0,0,0,0,INF,0,0,0,INF,INF,INF,0,0.000310121,0,0.000310121,6.20E-05,INF,0,0.000310121,0.000310121,0,INF,INF,203.3,217,36,456.3,91.26,10.7688,36,217,181,0.936866,5.64722,6.02778
