Formula,A_Number,B_Number,C_Number,ABC_sum_Number,ABC_mean_Number,ABC_reduce_Number,ABC_min_Number,ABC_max_Number,ABC_range_Number,A/B_Number,A/C_Number,B/C_Number,A_MendeleevNumber,B_MendeleevNumber,C_MendeleevNumber,ABC_sum_MendeleevNumber,ABC_mean_MendeleevNumber,ABC_reduce_MendeleevNumber,ABC_min_MendeleevNumber,ABC_max_MendeleevNumber,ABC_range_MendeleevNumber,A/B_MendeleevNumber,A/C_MendeleevNumber,B/C_MendeleevNumber,A_AtomicWeight,B_AtomicWeight,C_AtomicWeight,ABC_sum_AtomicWeight,ABC_mean_AtomicWeight,ABC_reduce_AtomicWeight,ABC_min_AtomicWeight,ABC_max_AtomicWeight,ABC_range_AtomicWeight,A/B_AtomicWeight,A/C_AtomicWeight,B/C_AtomicWeight,A_MeltingT,B_MeltingT,C_MeltingT,ABC_sum_MeltingT,ABC_mean_MeltingT,ABC_reduce_MeltingT,ABC_min_MeltingT,ABC_max_MeltingT,ABC_range_MeltingT,A/B_MeltingT,A/C_MeltingT,B/C_MeltingT,A_ Column,B_ Column,C_ Column,ABC_sum_ Column,ABC_mean_ Column,ABC_reduce_ Column,ABC_min_ Column,ABC_max_ Column,ABC_range_ Column,A/B_ Column,A/C_ Column,B/C_ Column,A_Row,B_Row,C_Row,ABC_sum_Row,ABC_mean_Row,ABC_reduce_Row,ABC_min_Row,ABC_max_Row,ABC_range_Row,A/B_Row,A/C_Row,B/C_Row,A_CovalentRadius,B_CovalentRadius,C_CovalentRadius,ABC_sum_CovalentRadius,ABC_mean_CovalentRadius,ABC_reduce_CovalentRadius,ABC_min_CovalentRadius,ABC_max_CovalentRadius,ABC_range_CovalentRadius,A/B_CovalentRadius,A/C_CovalentRadius,B/C_CovalentRadius,A_Electronegativity,B_Electronegativity,C_Electronegativity,ABC_sum_Electronegativity,ABC_mean_Electronegativity,ABC_reduce_Electronegativity,ABC_min_Electronegativity,ABC_max_Electronegativity,ABC_range_Electronegativity,A/B_Electronegativity,A/C_Electronegativity,B/C_Electronegativity,A_NsValence,B_NsValence,C_NsValence,ABC_sum_NsValence,ABC_mean_NsValence,ABC_reduce_NsValence,ABC_min_NsValence,ABC_max_NsValence,ABC_range_NsValence,A/B_NsValence,A/C_NsValence,B/C_NsValence,A_NpValence,B_NpValence,C_NpValence,ABC_sum_NpValence,ABC_mean_NpValence,ABC_reduce_NpValence,ABC_min_NpValence,ABC_max_NpValence,ABC_range_NpValence,A/B_NpValence,A/C_NpValence,B/C_NpValence,A_NdValence,B_NdValence,C_NdValence,ABC_sum_NdValence,ABC_mean_NdValence,ABC_reduce_NdValence,ABC_min_NdValence,ABC_max_NdValence,ABC_range_NdValence,A/B_NdValence,A/C_NdValence,B/C_NdValence,A_NfValence,B_NfValence,C_NfValence,ABC_sum_NfValence,ABC_mean_NfValence,ABC_reduce_NfValence,ABC_min_NfValence,ABC_max_NfValence,ABC_range_NfValence,A/B_NfValence,A/C_NfValence,B/C_NfValence,A_NValence,B_NValence,C_NValence,ABC_sum_NValence,ABC_mean_NValence,ABC_reduce_NValence,ABC_min_NValence,ABC_max_NValence,ABC_range_NValence,A/B_NValence,A/C_NValence,B/C_NValence,A_NsUnfilled,B_NsUnfilled,C_NsUnfilled,ABC_sum_NsUnfilled,ABC_mean_NsUnfilled,ABC_reduce_NsUnfilled,ABC_min_NsUnfilled,ABC_max_NsUnfilled,ABC_range_NsUnfilled,A/B_NsUnfilled,A/C_NsUnfilled,B/C_NsUnfilled,A_NpUnfilled,B_NpUnfilled,C_NpUnfilled,ABC_sum_NpUnfilled,ABC_mean_NpUnfilled,ABC_reduce_NpUnfilled,ABC_min_NpUnfilled,ABC_max_NpUnfilled,ABC_range_NpUnfilled,A/B_NpUnfilled,A/C_NpUnfilled,B/C_NpUnfilled,A_NdUnfilled,B_NdUnfilled,C_NdUnfilled,ABC_sum_NdUnfilled,ABC_mean_NdUnfilled,ABC_reduce_NdUnfilled,ABC_min_NdUnfilled,ABC_max_NdUnfilled,ABC_range_NdUnfilled,A/B_NdUnfilled,A/C_NdUnfilled,B/C_NdUnfilled,A_NfUnfilled,B_NfUnfilled,C_NfUnfilled,ABC_sum_NfUnfilled,ABC_mean_NfUnfilled,ABC_reduce_NfUnfilled,ABC_min_NfUnfilled,ABC_max_NfUnfilled,ABC_range_NfUnfilled,A/B_NfUnfilled,A/C_NfUnfilled,B/C_NfUnfilled,A_NUnfilled,B_NUnfilled,C_NUnfilled,ABC_sum_NUnfilled,ABC_mean_NUnfilled,ABC_reduce_NUnfilled,ABC_min_NUnfilled,ABC_max_NUnfilled,ABC_range_NUnfilled,A/B_NUnfilled,A/C_NUnfilled,B/C_NUnfilled,A_GSvolume_pa,B_GSvolume_pa,C_GSvolume_pa,ABC_sum_GSvolume_pa,ABC_mean_GSvolume_pa,ABC_reduce_GSvolume_pa,ABC_min_GSvolume_pa,ABC_max_GSvolume_pa,ABC_range_GSvolume_pa,A/B_GSvolume_pa,A/C_GSvolume_pa,B/C_GSvolume_pa,A_GSbandgap,B_GSbandgap,C_GSbandgap,ABC_sum_GSbandgap,ABC_mean_GSbandgap,ABC_reduce_GSbandgap,ABC_min_GSbandgap,ABC_max_GSbandgap,ABC_range_GSbandgap,A/B_GSbandgap,A/C_GSbandgap,B/C_GSbandgap,A_GSmagmom,B_GSmagmom,C_GSmagmom,ABC_sum_GSmagmom,ABC_mean_GSmagmom,ABC_reduce_GSmagmom,ABC_min_GSmagmom,ABC_max_GSmagmom,ABC_range_GSmagmom,A/B_GSmagmom,A/C_GSmagmom,B/C_GSmagmom,A_SpaceGroupNumber,B_SpaceGroupNumber,C_SpaceGroupNumber,ABC_sum_SpaceGroupNumber,ABC_mean_SpaceGroupNumber,ABC_reduce_SpaceGroupNumber,ABC_min_SpaceGroupNumber,ABC_max_SpaceGroupNumber,ABC_range_SpaceGroupNumber,A/B_SpaceGroupNumber,A/C_SpaceGroupNumber,B/C_SpaceGroupNumber
La0.6Sr0.1Cu0.3Mn1O3,46.7,25,24,95.7,19.14,5.36442,24,46.7,22.7,1.868,1.94583,1.04167,27.8,52,261,340.8,68.16,14.9933,27.8,261,233.2,0.534615,0.106513,0.199234,111.169,54.938,47.9982,214.105,42.8211,11.1483,47.9982,111.169,63.1709,2.02354,2.31611,1.14459,1228.13,1519,164.4,2911.53,582.306,50.708,164.4,1519,1354.6,0.808513,7.47038,9.23966,5.3,7,48,60.3,12.06,2.53784,5.3,48,42.7,0.757143,0.110417,0.145833,5.3,4,6,15.3,3.06,1.06533,4,6,2,1.325,0.883333,0.666667,183.3,139,198,520.3,104.06,35.9695,139,198,59,1.31871,0.925758,0.70202,1.325,1.55,10.32,13.195,2.639,0.591514,1.325,10.32,8.995,0.854839,0.128391,0.150194,1.7,2,6,9.7,1.94,0.62963,1.7,6,4.3,0.85,0.283333,0.333333,0,0,12,12,2.4,INF,0,12,12,INF,0,0,3.6,5,0,8.6,1.72,INF,0,5,5,0.72,INF,INF,0,0,0,0,0,INF,0,0,0,INF,INF,INF,5.3,7,18,30.3,6.06,2.00721,5.3,18,12.7,0.757143,0.294444,0.388889,0.3,0,0,0.3,0.06,INF,0,0.3,0.3,INF,INF,INF,0,0,6,6,1.2,INF,0,6,6,INF,0,0,5.4,5,0,10.4,2.08,INF,0,5.4,5.4,1.08,INF,INF,0,0,0,0,0,INF,0,0,0,INF,INF,INF,5.7,5,6,16.7,3.34,1.14228,5,6,1,1.14,0.95,0.833333,30.8825,10.4876,27.315,68.6851,13.737,4.20944,10.4876,30.8825,20.3949,2.94467,1.13061,0.38395,0,0,0,0,0,INF,0,0,0,INF,INF,INF,0,0.000310121,0,0.000310121,6.20E-05,INF,0,0.000310121,0.000310121,0,INF,INF,206.4,217,36,459.4,91.88,10.7774,36,217,181,0.951152,5.73333,6.02778
La0.65Ca0.18Sr0.17Mn1O3,47.11,25,24,96.11,19.222,5.36979,24,47.11,23.11,1.8844,1.96292,1.04167,11.07,52,261,324.07,64.814,8.26042,11.07,261,249.93,0.212885,0.0424138,0.199234,112.398,54.938,47.9982,215.334,43.0668,11.1605,47.9982,112.398,64.3998,2.0459,2.34171,1.14459,1154.65,1519,164.4,2838.05,567.61,50.5751,164.4,1519,1354.6,0.760138,7.02342,9.23966,2.65,7,48,57.65,11.53,1.7161,2.65,48,45.35,0.378571,0.0552083,0.145833,5.47,4,6,15.47,3.094,1.07202,4,6,2,1.3675,0.911667,0.666667,199.38,139,198,536.38,107.276,36.548,139,199.38,60.38,1.43439,1.00697,0.70202,1.0565,1.55,10.32,12.9265,2.5853,0.531242,1.0565,10.32,9.2635,0.681613,0.102374,0.150194,2,2,6,10,2,0.666667,2,6,4,1,0.333333,0.333333,0,0,12,12,2.4,INF,0,12,12,INF,0,0,0.65,5,0,5.65,1.13,INF,0,5,5,0.13,INF,INF,0,0,0,0,0,INF,0,0,0,INF,INF,INF,2.65,7,18,27.65,5.53,1.45585,2.65,18,15.35,0.378571,0.147222,0.388889,0,0,0,0,0,INF,0,0,0,INF,INF,INF,0,0,6,6,1.2,INF,0,6,6,INF,0,0,5.85,5,0,10.85,2.17,INF,0,5.85,5.85,1.17,INF,INF,0,0,0,0,0,INF,0,0,0,INF,INF,INF,5.85,5,6,16.85,3.37,1.14818,5,6,1,1.17,0.975,0.833333,40.0011,10.4876,27.315,77.8037,15.5607,4.34443,10.4876,40.0011,29.5135,3.81414,1.46444,0.38395,0,0,0,0,0,INF,0,0,0,INF,INF,INF,0,0.000310121,0,0.000310121,6.20E-05,INF,0,0.000310121,0.000310121,0,INF,INF,204.85,217,36,457.85,91.57,10.7732,36,217,181,0.944009,5.69028,6.02778
La0.67Ba0.33Mn0.98Ti0.02O3,56.67,24.94,24,105.61,21.122,5.47219,24,56.67,32.67,2.27225,2.36125,1.03917,11.68,51.82,261,324.5,64.9,8.59046,11.68,261,249.32,0.225396,0.044751,0.198544,138.385,54.7966,47.9982,241.179,48.2359,11.3665,47.9982,138.385,90.3864,2.52542,2.88312,1.14164,1129.31,1527.44,164.4,2821.15,564.23,50.5348,164.4,1527.44,1363.04,0.739348,6.86928,9.291,2.67,6.94,48,57.61,11.522,1.7208,2.67,48,45.33,0.384726,0.055625,0.144583,6,4,6,16,3.2,1.09091,4,6,2,1.5,1,0.666667,209.64,139.42,198,547.06,109.412,36.9083,139.42,209.64,70.22,1.50366,1.05879,0.704141,1.0307,1.5498,10.32,12.9005,2.5801,0.524616,1.0307,10.32,9.2893,0.665054,0.099874,0.150174,2,2,6,10,2,0.666667,2,6,4,1,0.333333,0.333333,0,0,12,12,2.4,INF,0,12,12,INF,0,0,0.67,4.94,0,5.61,1.122,INF,0,4.94,4.94,0.135628,INF,INF,0,0,0,0,0,INF,0,0,0,INF,INF,INF,2.67,6.94,18,27.61,5.522,1.45923,2.67,18,15.33,0.384726,0.148333,0.385556,0,0,0,0,0,INF,0,0,0,INF,INF,INF,0,0,6,6,1.2,INF,0,6,6,INF,0,0,6.03,5.06,0,11.09,2.218,INF,0,6.03,6.03,1.1917,INF,INF,0,0,0,0,0,INF,0,0,0,INF,INF,INF,6.03,5.06,6,17.09,3.418,1.15812,5.06,6.03,0.97,1.1917,1.005,0.843333,45.706,10.6116,27.315,83.6327,16.7265,4.42586,10.6116,45.706,35.0944,4.30716,1.67329,0.388491,0,0,0,0,0,INF,0,0,0,INF,INF,INF,0,0.000304369,0,0.000304369,6.09E-05,INF,0,0.000304369,0.000304369,0,INF,INF,205.55,216.54,36,458.09,91.618,10.774,36,216.54,180.54,0.949247,5.70972,6.015
La0.7Ca0.2Sr0.1Mn1O3,47.7,25,24,96.7,19.34,5.37737,24,47.7,23.7,1.908,1.9875,1.04167,11.3,52,261,324.3,64.86,8.38781,11.3,261,249.7,0.217308,0.043295,0.199234,114.011,54.938,47.9982,216.948,43.3895,11.1762,47.9982,114.011,66.0132,2.07527,2.37533,1.14459,1163.1,1519,164.4,2846.5,569.3,50.5912,164.4,1519,1354.6,0.765701,7.07482,9.23966,2.7,7,48,57.7,11.54,1.73693,2.7,48,45.3,0.385714,0.05625,0.145833,5.5,4,6,15.5,3.1,1.07317,4,6,2,1.375,0.916667,0.666667,199.6,139,198,536.6,107.32,36.5553,139,199.6,60.6,1.43597,1.00808,0.70202,1.065,1.55,10.32,12.935,2.587,0.533383,1.065,10.32,9.255,0.687097,0.103198,0.150194,2,2,6,10,2,0.666667,2,6,4,1,0.333333,0.333333,0,0,12,12,2.4,INF,0,12,12,INF,0,0,0.7,5,0,5.7,1.14,INF,0,5,5,0.14,INF,INF,0,0,0,0,0,INF,0,0,0,INF,INF,INF,2.7,7,18,27.7,5.54,1.47082,2.7,18,15.3,0.385714,0.15,0.388889,0,0,0,0,0,INF,0,0,0,INF,INF,INF,0,0,6,6,1.2,INF,0,6,6,INF,0,0,6.3,5,0,11.3,2.26,INF,0,6.3,6.3,1.26,INF,INF,0,0,0,0,0,INF,0,0,0,INF,INF,INF,6.3,5,6,17.3,3.46,1.16451,5,6.3,1.3,1.26,1.05,0.833333,38.8053,10.4876,27.315,76.6078,15.3216,4.32994,10.4876,38.8053,28.3177,3.70011,1.42066,0.38395,0,0,0,0,0,INF,0,0,0,INF,INF,INF,0,0.000310121,0,0.000310121,6.20E-05,INF,0,0.000310121,0.000310121,0,INF,INF,203.3,217,36,456.3,91.26,10.7688,36,217,181,0.936866,5.64722,6.02778
La0.65Nd0.05Ca0.3Mn1O3,46.05,25,24,95.05,19.01,5.35574,24,46.05,22.05,1.842,1.91875,1.04167,11.5,52,261,324.5,64.9,8.49751,11.5,261,249.5,0.221154,0.0440613,0.199234,109.524,54.938,47.9982,212.46,42.4921,11.1315,47.9982,109.524,61.5259,1.99359,2.28184,1.14459,1174.65,1519,164.4,2858.05,571.61,50.6129,164.4,1519,1354.6,0.773305,7.14507,9.23966,2.7,7,48,57.7,11.54,1.73693,2.7,48,45.3,0.385714,0.05625,0.145833,5.4,4,6,15.4,3.08,1.06931,4,6,2,1.35,0.9,0.666667,197.4,139,198,534.4,106.88,36.4809,139,198,59,1.42014,0.99697,0.70202,1.072,1.55,10.32,12.942,2.5884,0.535133,1.072,10.32,9.248,0.691613,0.103876,0.150194,2,2,6,10,2,0.666667,2,6,4,1,0.333333,0.333333,0,0,12,12,2.4,INF,0,12,12,INF,0,0,0.65,5,0,5.65,1.13,INF,0,5,5,0.13,INF,INF,0.2,0,0,0.2,0.04,INF,0,0.2,0.2,INF,INF,INF,2.85,7,18,27.85,5.57,1.51423,2.85,18,15.15,0.407143,0.158333,0.388889,0,0,0,0,0,INF,0,0,0,INF,INF,INF,0,0,6,6,1.2,INF,0,6,6,INF,0,0,5.85,5,0,10.85,2.17,INF,0,5.85,5.85,1.17,INF,INF,0.5,0,0,0.5,0.1,INF,0,0.5,0.5,INF,INF,INF,6.35,5,6,17.35,3.47,1.16621,5,6.35,1.35,1.27,1.05833,0.833333,37.0549,10.4876,27.315,74.8575,14.9715,4.30723,10.4876,37.0549,26.5673,3.53321,1.35658,0.38395,0,0,0,0,0,INF,0,0,0,INF,INF,INF,0,0.000310121,0,0.000310121,6.20E-05,INF,0,0.000310121,0.000310121,0,INF,INF,203.3,217,36,456.3,91.26,10.7688,36,217,181,0.936866,5.64722,6.02778
La0.6Sr0.2Ba0.2Mn1O3,53,25,24,102,20.4,5.43869,24,53,29,2.12,2.20833,1.04167,11.2,52,261,324.2,64.84,8.33259,11.2,261,249.8,0.215385,0.0429119,0.199234,128.333,54.938,47.9982,231.269,46.2538,11.2998,47.9982,128.333,80.3345,2.33595,2.6737,1.14459,1125.8,1519,164.4,2809.2,561.84,50.5184,164.4,1519,1354.6,0.741145,6.84793,9.23966,2.6,7,48,57.6,11.52,1.69499,2.6,48,45.4,0.371429,0.0541667,0.145833,5.8,4,6,15.8,3.16,1.08411,4,6,2,1.45,0.966667,0.666667,206.2,139,198,543.2,108.64,36.7709,139,206.2,67.2,1.48345,1.04141,0.70202,1.028,1.55,10.32,12.898,2.5796,0.523938,1.028,10.32,9.292,0.663226,0.0996124,0.150194,2,2,6,10,2,0.666667,2,6,4,1,0.333333,0.333333,0,0,12,12,2.4,INF,0,12,12,INF,0,0,0.6,5,0,5.6,1.12,INF,0,5,5,0.12,INF,INF,0,0,0,0,0,INF,0,0,0,INF,INF,INF,2.6,7,18,27.6,5.52,1.44063,2.6,18,15.4,0.371429,0.144444,0.388889,0,0,0,0,0,INF,0,0,0,INF,INF,INF,0,0,6,6,1.2,INF,0,6,6,INF,0,0,5.4,5,0,10.4,2.08,INF,0,5.4,5.4,1.08,INF,INF,0,0,0,0,0,INF,0,0,0,INF,INF,INF,5.4,5,6,16.4,3.28,1.12971,5,6,1,1.08,0.9,0.833333,45.7025,10.4876,27.315,83.5051,16.701,4.4041,10.4876,45.7025,35.2149,4.35777,1.67316,0.38395,0,0,0,0,0,INF,0,0,0,INF,INF,INF,0,0.000310121,0,0.000310121,6.20E-05,INF,0,0.000310121,0.000310121,0,INF,INF,207.2,217,36,460.2,92.04,10.7796,36,217,181,0.954839,5.75556,6.02778
La0.8Ba0.1Ca0.1Mn0.97Fe0.03O3,53.2,25.03,24,102.23,20.446,5.44221,24,53.2,29.2,2.12545,2.21667,1.04292,12,52.09,261,325.09,65.018,8.77,12,261,249,0.230371,0.045977,0.199579,128.865,54.9653,47.9982,231.828,46.3657,11.3051,47.9982,128.865,80.8667,2.34448,2.68479,1.14515,1165.9,1527.76,164.4,2858.06,571.612,50.6062,164.4,1527.76,1363.36,0.763143,7.09185,9.29294,2.8,7.03,48,57.83,11.566,1.77971,2.8,48,45.2,0.398293,0.0583333,0.146458,5.8,4,6,15.8,3.16,1.08411,4,6,2,1.45,0.966667,0.666667,204.7,138.79,198,541.49,108.298,36.7082,138.79,204.7,65.91,1.47489,1.03384,0.70096,1.069,1.5584,10.32,12.9474,2.58948,0.535379,1.069,10.32,9.251,0.68596,0.103585,0.151008,2,2,6,10,2,0.666667,2,6,4,1,0.333333,0.333333,0,0,12,12,2.4,INF,0,12,12,INF,0,0,0.8,5.03,0,5.83,1.166,INF,0,5.03,5.03,0.159046,INF,INF,0,0,0,0,0,INF,0,0,0,INF,INF,INF,2.8,7.03,18,27.83,5.566,1.50137,2.8,18,15.2,0.398293,0.155556,0.390556,0,0,0,0,0,INF,0,0,0,INF,INF,INF,0,0,6,6,1.2,INF,0,6,6,INF,0,0,7.2,4.97,0,12.17,2.434,INF,0,7.2,7.2,1.44869,INF,INF,0,0,0,0,0,INF,0,0,0,INF,INF,INF,7.2,4.97,6,18.17,3.634,1.19034,4.97,7.2,2.23,1.44869,1.2,0.828333,39.654,10.4949,27.315,77.4639,15.4928,4.34155,10.4949,39.654,29.1591,3.77842,1.45173,0.384216,0,0,0,0,0,INF,0,0,0,INF,INF,INF,0,0.0636207,0,0.0636207,0.0127241,INF,0,0.0636207,0.0636207,0,INF,INF,200.6,217.36,36,453.96,90.792,10.7621,36,217.36,181.36,0.922893,5.57222,6.03778
La0.9Mg0.1Mn1O3,52.5,25,24,101.5,20.3,5.43338,24,52.5,28.5,2.1,2.1875,1.04167,18.5,52,261,331.5,66.3,11.7954,18.5,261,242.5,0.355769,0.0708812,0.199234,127.445,54.938,47.9982,230.382,46.0763,11.2929,47.9982,127.445,79.4472,2.3198,2.65521,1.14459,1166,1519,164.4,2849.4,569.88,50.5967,164.4,1519,1354.6,0.76761,7.09246,9.23966,2.9,7,48,57.9,11.58,1.81757,2.9,48,45.1,0.414286,0.0604167,0.145833,5.7,4,6,15.7,3.14,1.08057,4,6,2,1.425,0.95,0.666667,200.4,139,198,537.4,107.48,36.5821,139,200.4,61.4,1.44173,1.01212,0.70202,1.121,1.55,10.32,12.991,2.5982,0.54707,1.121,10.32,9.199,0.723226,0.108624,0.150194,2,2,6,10,2,0.666667,2,6,4,1,0.333333,0.333333,0,0,12,12,2.4,INF,0,12,12,INF,0,0,0.9,5,0,5.9,1.18,INF,0,5,5,0.18,INF,INF,0,0,0,0,0,INF,0,0,0,INF,INF,INF,2.9,7,18,27.9,5.58,1.52823,2.9,18,15.1,0.414286,0.161111,0.388889,0,0,0,0,0,INF,0,0,0,INF,INF,INF,0,0,6,6,1.2,INF,0,6,6,INF,0,0,8.1,5,0,13.1,2.62,INF,0,8.1,8.1,1.62,INF,INF,0,0,0,0,0,INF,0,0,0,INF,INF,INF,8.1,5,6,19.1,3.82,1.21439,5,8.1,3.1,1.62,1.35,0.833333,35.4968,10.4876,27.315,73.2993,14.6599,4.28537,10.4876,35.4968,25.0092,3.38464,1.29953,0.38395,0,0,0,0,0,INF,0,0,0,INF,INF,INF,0,0.000310121,0,0.000310121,6.20E-05,INF,0,0.000310121,0.000310121,0,INF,INF,194,217,36,447,89.4,10.7416,36,217,181,0.894009,5.38889,6.02778
La0.8Ba0.2Mn1O3,56.8,25,24,105.8,21.16,5.47628,24,56.8,32.8,2.272,2.36667,1.04167,12.2,52,261,325.2,65.04,8.87373,12.2,261,248.8,0.234615,0.0467433,0.199234,138.59,54.938,47.9982,241.526,48.3052,11.3739,47.9982,138.59,90.5916,2.52266,2.8874,1.14459,1154.4,1519,164.4,2837.8,567.56,50.5746,164.4,1519,1354.6,0.759974,7.0219,9.23966,2.8,7,48,57.8,11.56,1.77778,2.8,48,45.2,0.4,0.0583333,0.145833,6,4,6,16,3.2,1.09091,4,6,2,1.5,1,0.666667,208.6,139,198,545.6,109.12,36.8465,139,208.6,69.6,1.50072,1.05354,0.70202,1.058,1.55,10.32,12.928,2.5856,0.531621,1.058,10.32,9.262,0.682581,0.102519,0.150194,2,2,6,10,2,0.666667,2,6,4,1,0.333333,0.333333,0,0,12,12,2.4,INF,0,12,12,INF,0,0,0.8,5,0,5.8,1.16,INF,0,5,5,0.16,INF,INF,0,0,0,0,0,INF,0,0,0,INF,INF,INF,2.8,7,18,27.8,5.56,1.5,2.8,18,15.2,0.4,0.155556,0.388889,0,0,0,0,0,INF,0,0,0,INF,INF,INF,0,0,6,6,1.2,INF,0,6,6,INF,0,0,7.2,5,0,12.2,2.44,INF,0,7.2,7.2,1.44,INF,INF,0,0,0,0,0,INF,0,0,0,INF,INF,INF,7.2,5,6,18.2,3.64,1.19205,5,7.2,2.2,1.44,1.2,0.833333,42.236,10.4876,27.315,80.0386,16.0077,4.36954,10.4876,42.236,31.7484,4.02724,1.54626,0.38395,0,0,0,0,0,INF,0,0,0,INF,INF,INF,0,0.000310121,0,0.000310121,6.20E-05,INF,0,0.000310121,0.000310121,0,INF,INF,201,217,36,454,90.8,10.7623,36,217,181,0.926267,5.58333,6.02778
La0.67Ba0.23Ca0.1Mn1O3,53.07,25,24,102.07,20.414,5.43942,24,53.07,29.07,2.1228,2.21125,1.04167,11.48,52,261,324.48,64.896,8.48658,11.48,261,249.52,0.220769,0.0439847,0.199234,128.66,54.938,47.9982,231.596,46.3192,11.3024,47.9982,128.66,80.6615,2.3419,2.68051,1.14459,1140.81,1519,164.4,2824.21,564.842,50.5483,164.4,1519,1354.6,0.751027,6.93923,9.23966,2.67,7,48,57.67,11.534,1.72447,2.67,48,45.33,0.381429,0.055625,0.145833,5.8,4,6,15.8,3.16,1.08411,4,6,2,1.45,0.966667,0.666667,205.74,139,198,542.74,108.548,36.7562,139,205.74,66.74,1.48014,1.03909,0.70202,1.0417,1.55,10.32,12.9117,2.58234,0.527474,1.0417,10.32,9.2783,0.672065,0.10094,0.150194,2,2,6,10,2,0.666667,2,6,4,1,0.333333,0.333333,0,0,12,12,2.4,INF,0,12,12,INF,0,0,0.67,5,0,5.67,1.134,INF,0,5,5,0.134,INF,INF,0,0,0,0,0,INF,0,0,0,INF,INF,INF,2.67,7,18,27.67,5.534,1.46187,2.67,18,15.33,0.381429,0.148333,0.388889,0,0,0,0,0,INF,0,0,0,INF,INF,INF,0,0,6,6,1.2,INF,0,6,6,INF,0,0,6.03,5,0,11.03,2.206,INF,0,6.03,6.03,1.206,INF,INF,0,0,0,0,0,INF,0,0,0,INF,INF,INF,6.03,5,6,17.03,3.406,1.15495,5,6.03,1.03,1.206,1.005,0.833333,43.124,10.4876,27.315,80.9266,16.1853,4.37887,10.4876,43.124,32.6364,4.11191,1.57877,0.38395,0,0,0,0,0,INF,0,0,0,INF,INF,INF,0,0.000310121,0,0.000310121,6.20E-05,INF,0,0.000310121,0.000310121,0,INF,INF,205.15,217,36,458.15,91.63,10.774,36,217,181,0.945392,5.69861,6.02778
La0.7Ba0.3Mn1O3,56.7,25,24,105.7,21.14,5.47535,24,56.7,32.7,2.268,2.3625,1.04167,11.8,52,261,324.8,64.96,8.6602,11.8,261,249.2,0.226923,0.0452107,0.199234,138.432,54.938,47.9982,241.368,48.2736,11.3729,47.9982,138.432,90.4337,2.51978,2.88411,1.14459,1135.1,1519,164.4,2818.5,563.7,50.537,164.4,1519,1354.6,0.747268,6.9045,9.23966,2.7,7,48,57.7,11.54,1.73693,2.7,48,45.3,0.385714,0.05625,0.145833,6,4,6,16,3.2,1.09091,4,6,2,1.5,1,0.666667,209.4,139,198,546.4,109.28,36.8714,139,209.4,70.4,1.50647,1.05758,0.70202,1.037,1.55,10.32,12.907,2.5814,0.526266,1.037,10.32,9.283,0.669032,0.100484,0.150194,2,2,6,10,2,0.666667,2,6,4,1,0.333333,0.333333,0,0,12,12,2.4,INF,0,12,12,INF,0,0,0.7,5,0,5.7,1.14,INF,0,5,5,0.14,INF,INF,0,0,0,0,0,INF,0,0,0,INF,INF,INF,2.7,7,18,27.7,5.54,1.47082,2.7,18,15.3,0.385714,0.15,0.388889,0,0,0,0,0,INF,0,0,0,INF,INF,INF,0,0,6,6,1.2,INF,0,6,6,INF,0,0,6.3,5,0,11.3,2.26,INF,0,6.3,6.3,1.26,INF,INF,0,0,0,0,0,INF,0,0,0,INF,INF,INF,6.3,5,6,17.3,3.46,1.16451,5,6.3,1.3,1.26,1.05,0.833333,44.9053,10.4876,27.315,82.7078,16.5416,4.39658,10.4876,44.9053,34.4177,4.28175,1.64398,0.38395,0,0,0,0,0,INF,0,0,0,INF,INF,INF,0,0.000310121,0,0.000310121,6.20E-05,INF,0,0.000310121,0.000310121,0,INF,INF,204.5,217,36,457.5,91.5,10.7722,36,217,181,0.942396,5.68056,6.02778
